Location,MachineName,HashRate(24h),EstRevenue(30d),EstProfit(30d),Price,NumMachines,Cost,URL
OK-GX,Bitmain S19 XP 141T,142.85 TH/s,0.00361,0.00073,0.08315,1,0.0028799999999999997,https://marketplace.blockwaresolutions.com/detail/269
OK-GX,Bitmain S19 XP 141T,143.22 TH/s,0.00361,0.00073,0.08315,1,0.0028799999999999997,https://marketplace.blockwaresolutions.com/detail/266
OK-GX,Bitmain S19 XP 141T,143.22 TH/s,0.00361,0.00073,0.08315,1,0.0028799999999999997,https://marketplace.blockwaresolutions.com/detail/265
OK-GX,Bitmain S19 XP 141T,143.33 TH/s,0.00361,0.00073,0.08315,1,0.0028799999999999997,https://marketplace.blockwaresolutions.com/detail/264
OK-GX,Bitmain S19 XP 141T,143.07 TH/s,0.00361,0.00073,0.06929,1,0.0028799999999999997,https://marketplace.blockwaresolutions.com/detail/263
KY-LF,Whatsminer M50 120T,107.8 TH/s,0.00307,-0.00019,0.02209,1,0.00326,https://marketplace.blockwaresolutions.com/detail/236
KY-LF,Bitmain S19j Pro 104T,70.19 TH/s,0.00271,-0.0003,0.01618,1,0.00301,https://marketplace.blockwaresolutions.com/detail/232
KY-LF,Whatsminer M50 120T,109.16 TH/s,0.00309,-0.00018,0.095,1,0.00327,https://marketplace.blockwaresolutions.com/detail/187
KY-LF,Whatsminer M50 120T,112.57 TH/s,0.00309,-0.00017,0.09528,1,0.00326,https://marketplace.blockwaresolutions.com/detail/183
KY-LF,Bitmain S19 95T,87.97 TH/s,0.00191,-0.0013,0.0449,1,0.00321,https://marketplace.blockwaresolutions.com/detail/153
KY-BTK,Bitmain S19k Pro 120T,122.44 TH/s,0.00307,0.00034,0.03465,1,0.00273,https://marketplace.blockwaresolutions.com/detail/130
OK-GX,Bitmain S19 XP 141T,142.68 TH/s,0.00361,0.00073,0.06929,1,0.0028799999999999997,https://marketplace.blockwaresolutions.com/detail/118
OK-GX,Bitmain S19 XP 141T,142.88 TH/s,0.00361,0.00073,0.08315,1,0.0028799999999999997,https://marketplace.blockwaresolutions.com/detail/117
OK-GX,Bitmain S19 XP 141T,142.96 TH/s,0.00361,0.00073,0.08315,1,0.0028799999999999997,https://marketplace.blockwaresolutions.com/detail/94
OK-GX,Bitmain S19 XP 141T,142.94 TH/s,0.00361,0.00073,0.08315,1,0.0028799999999999997,https://marketplace.blockwaresolutions.com/detail/93
OK-GX,Bitmain S19 XP 141T,143.03 TH/s,0.00361,0.00073,0.08315,1,0.0028799999999999997,https://marketplace.blockwaresolutions.com/detail/92
OK-GX,Bitmain S19 XP 141T,142.82 TH/s,0.00361,0.00073,0.08315,1,0.0028799999999999997,https://marketplace.blockwaresolutions.com/detail/91
OK-GX,Bitmain S19 XP 141T,143.14 TH/s,0.00361,0.00073,0.08315,1,0.0028799999999999997,https://marketplace.blockwaresolutions.com/detail/90
OK-GX,Bitmain S19 XP 141T,143.01 TH/s,0.00361,0.00073,0.06929,1,0.0028799999999999997,https://marketplace.blockwaresolutions.com/detail/64
OK-GX,Bitmain S19 XP 141T,143.15 TH/s,0.00361,0.00073,0.06929,1,0.0028799999999999997,https://marketplace.blockwaresolutions.com/detail/63
KY-LF,Bitmain S19 95T,87.8 TH/s,0.00191,-0.0013,0.0449,1,0.00321,https://marketplace.blockwaresolutions.com/detail/59
KY-LF,Bitmain S19j Pro 96T,87.81 TH/s,0.00184,-0.00095,0.0799,1,0.00279,https://marketplace.blockwaresolutions.com/detail/55
KY-LF,Whatsminer M50 120T,111.89 TH/s,0.00307,-0.00019,0.09,1,0.00326,https://marketplace.blockwaresolutions.com/detail/54
KY-LF,Whatsminer M50 120T,111.83 TH/s,0.00307,-0.0002,0.0641,1,0.00327,https://marketplace.blockwaresolutions.com/detail/53
KY-LF,Whatsminer M30S++ 102T,94.94 TH/s,0.00261,-0.00081,0.00693,1,0.00342,https://marketplace.blockwaresolutions.com/detail/52
KY-LF,Whatsminer M30S++ 102T,96.96 TH/s,0.00262,-0.00081,0.02252,1,0.00343,https://marketplace.blockwaresolutions.com/detail/51
OK-GX,Bitmain S19 XP 141T,143.13 TH/s,0.00361,0.00073,0.08315,1,0.0028799999999999997,https://marketplace.blockwaresolutions.com/detail/48
KY-LF,Bitmain S19 XP 141T,104.16 TH/s,0.00304,5e-05,0.15764,1,0.00299,https://marketplace.blockwaresolutions.com/detail/45
KY-LF,Bitmain S19j Pro 96T,83.59 TH/s,0.00184,-0.00095,0.0799,1,0.00279,https://marketplace.blockwaresolutions.com/detail/42
KY-LF,Bitmain T19 84T,84.71 TH/s,0.00218,-0.00093,0.00606,1,0.00311,https://marketplace.blockwaresolutions.com/detail/39
KY-LF,Bitmain S19j Pro 104T,95.7 TH/s,0.00205,-0.00098,0.01472,1,0.00303,https://marketplace.blockwaresolutions.com/detail/29
KY-LF,Bitmain S19 XP 141T,135.89 TH/s,0.00327,0.00028,0.16024,1,0.00299,https://marketplace.blockwaresolutions.com/detail/13
KY-LF,Bitmain S19j Pro+ 120T,111.01 TH/s,0.00238,-0.00093,0.03984,1,0.0033100000000000004,https://marketplace.blockwaresolutions.com/detail/11
KY-LF,Bitmain T19 84T,85.02 TH/s,0.00218,-0.00093,0.00606,1,0.00311,https://marketplace.blockwaresolutions.com/detail/8
KY-LF,Whatsminer M30S++ 102T,94.59 TH/s,0.00263,-0.0008,0.01906,1,0.00343,https://marketplace.blockwaresolutions.com/detail/7
KY-LF,Whatsminer M50 120T,112.28 TH/s,0.0031,-0.00016,0.0641,1,0.00326,https://marketplace.blockwaresolutions.com/detail/6
KY-LF,Whatsminer M50 120T,111.57 TH/s,0.0031,-0.00016,0.07795,1,0.00326,https://marketplace.blockwaresolutions.com/detail/5
KY-LF,Bitmain S19j Pro 104T,96.31 TH/s,0.00205,-0.00098,0.0919,1,0.00303,https://marketplace.blockwaresolutions.com/detail/3
KY-LF,Bitmain S19j Pro 96T,88.88 TH/s,0.00184,-0.00095,0.0848,1,0.00279,https://marketplace.blockwaresolutions.com/detail/2
